imagem,classe,ang_1,ang_2,ang_3,ang_4,ang_5,ang_6,ang_7,ang_8
2_76.jpg,Cockerel_Pose,167.68,160.4,76.52,70.29,69.59,75.0,30.62,34.53
4_282.jpg,Cockerel_Pose,140.32,105.7,95.31,56.82,55.51,77.35,83.11,140.31
2_169.jpg,Cockerel_Pose,133.26,139.55,59.36,26.07,27.64,21.76,7.03,6.09
2_414.jpg,Cockerel_Pose,95.61,132.66,39.44,69.77,45.58,24.58,44.58,26.9
2_302.jpg,Cockerel_Pose,154.53,154.65,44.88,40.66,42.56,45.27,40.77,26.32
2_52.jpg,Cockerel_Pose,141.07,130.71,70.09,63.4,28.97,28.62,27.49,21.37
2_351.jpg,Cockerel_Pose,143.57,129.56,72.89,59.67,38.39,28.23,35.76,32.95
4_40.jpg,Cockerel_Pose,166.73,149.54,109.13,103.74,115.24,145.2,91.47,148.47
2_21.jpg,Cockerel_Pose,112.97,110.62,44.85,34.37,46.59,45.14,42.24,38.73
2_15.jpg,Cockerel_Pose,152.98,142.4,56.72,40.95,31.29,39.58,28.33,9.98
4_306.jpg,Cockerel_Pose,124.71,138.69,49.35,80.18,56.99,52.32,126.48,86.01
2_60.jpg,Cockerel_Pose,148.0,136.82,55.43,61.23,50.66,49.47,38.21,32.71
4_248.jpg,Cockerel_Pose,140.99,151.55,138.56,138.92,25.3,30.74,73.21,56.9
4_199.jpg,Cockerel_Pose,141.85,144.7,102.35,99.1,21.05,16.59,7.37,5.34
4_156.jpg,Cockerel_Pose,137.51,130.9,72.78,64.65,28.51,23.26,67.85,83.48
4_526.jpg,Cockerel_Pose,132.0,146.11,63.83,68.93,24.63,38.63,106.47,76.86
4_157.jpg,Cockerel_Pose,126.56,156.16,80.08,99.58,85.29,91.85,149.78,122.72
2_261.jpg,Cockerel_Pose,145.3,139.09,81.82,77.09,29.36,33.05,20.36,11.72
4_197.jpg,Cockerel_Pose,124.67,131.61,56.97,44.01,59.59,43.71,104.27,124.14
2_200.jpg,Cockerel_Pose,154.07,151.28,67.71,57.25,33.03,30.55,39.4,23.05
2_463.jpg,Cockerel_Pose,119.71,125.65,52.59,62.24,54.79,63.89,36.08,46.33
4_117.jpg,Cockerel_Pose,157.07,122.41,101.58,76.64,83.44,90.83,107.95,140.11
2_111.jpg,Cockerel_Pose,137.41,123.56,65.51,58.36,29.16,25.14,42.4,36.85
2_97.jpg,Cockerel_Pose,143.0,134.93,60.25,35.9,41.57,43.53,36.83,25.09
2_121.jpg,Cockerel_Pose,137.21,132.89,106.2,101.5,27.74,29.73,19.81,17.83
2_11.jpg,Cockerel_Pose,146.9,134.74,79.25,66.24,30.72,31.65,22.28,15.81
4_57.jpg,Cockerel_Pose,124.56,126.5,70.6,67.53,12.08,25.86,57.44,118.67
2_7.jpg,Cockerel_Pose,164.63,162.36,54.26,55.34,35.99,46.68,34.75,38.75
5_342.jpg,Cockerel_Pose,154.42,124.32,66.08,68.15,25.95,26.79,7.55,14.1
2_33.jpg,Cockerel_Pose,114.24,123.05,44.79,21.51,75.64,78.67,70.21,111.53
2_347.jpg,Cockerel_Pose,165.43,159.2,89.7,88.1,75.47,108.05,51.85,86.23
4_149.jpg,Cockerel_Pose,166.07,167.91,81.83,75.65,24.92,15.76,13.8,14.48
4_234.jpg,Cockerel_Pose,143.99,140.42,122.28,114.81,56.98,166.98,50.78,168.23
4_457.jpg,Cockerel_Pose,140.59,130.91,104.87,99.05,167.39,168.09,167.78,172.43
4_84.jpg,Cockerel_Pose,126.61,133.72,81.88,90.24,38.71,21.88,10.94,6.2
2_319.jpg,Cockerel_Pose,163.18,161.97,59.29,51.82,57.5,51.68,17.85,16.3
4_181.jpg,Cockerel_Pose,139.44,152.55,68.82,80.43,73.03,24.05,60.5,16.12
2_476.jpg,Cockerel_Pose,97.65,136.09,17.68,67.89,67.19,31.1,12.91,28.23
4_283.jpg,Cockerel_Pose,164.94,123.83,125.88,75.53,72.37,96.56,95.47,138.52
2_374.jpg,Cockerel_Pose,154.24,155.67,70.23,68.37,63.79,60.03,22.57,18.46
2_27.jpg,Cockerel_Pose,137.94,132.66,100.14,118.06,18.16,16.7,6.97,6.59
2_9.jpg,Cockerel_Pose,145.06,148.6,56.45,49.35,39.61,38.04,30.27,33.95
2_524.jpg,Cockerel_Pose,134.11,133.86,40.82,15.63,30.36,35.47,59.36,35.81
2_34.jpg,Cockerel_Pose,98.61,115.57,68.59,38.52,88.63,146.44,76.79,134.33
2_207.jpg,Cockerel_Pose,128.53,130.15,106.72,111.11,26.19,28.95,15.78,14.97
2_214.jpg,Cockerel_Pose,149.56,147.05,53.84,47.75,41.86,37.96,22.67,25.19
4_412.jpg,Cockerel_Pose,144.6,155.48,81.08,90.11,116.24,33.16,128.36,49.72
4_75.jpg,Cockerel_Pose,149.69,158.43,100.92,108.36,163.78,161.56,163.14,158.35
422.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,87.74,130.02,139.58,141.65,57.85,60.36,161.51,173.81
296.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,85.82,127.12,139.38,139.36,53.4,54.28,157.41,175.78
208.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,91.24,117.41,159.92,133.57,60.62,60.51,159.37,171.59
142.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,68.88,109.32,135.37,132.34,94.7,108.04,168.55,175.04
File52.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,166.51,119.11,164.75,122.26,88.46,76.63,170.48,148.28
368.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,107.65,150.51,119.95,133.43,59.19,60.3,160.06,168.85
294.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,121.81,121.97,145.61,149.85,63.49,64.67,173.04,176.04
File45.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,98.03,117.24,158.65,140.44,62.54,64.77,176.36,176.59
458.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,116.72,86.19,133.81,146.54,57.18,55.92,177.74,173.39
File33.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,106.59,98.67,130.34,155.74,58.29,57.5,173.61,170.46
417.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,171.25,130.34,162.16,118.07,105.34,100.84,161.46,152.91
File8.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,118.4,66.08,141.12,129.54,85.2,79.71,172.42,162.14
File51.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,134.47,85.1,145.51,142.83,62.51,59.54,169.2,161.01
File59.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,93.23,127.56,137.94,144.43,67.23,70.3,163.48,174.31
308.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,106.08,81.53,134.78,138.33,59.77,59.34,170.22,168.62
491.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,119.07,79.13,132.67,141.42,81.75,78.61,176.89,165.31
File10.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,123.36,87.21,152.45,138.54,54.4,24.28,163.6,173.63
252.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,161.18,117.05,153.52,114.04,119.81,113.81,156.03,152.02
File31.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,169.53,132.83,165.18,125.35,72.62,66.81,167.43,141.92
189.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,176.08,142.51,153.14,139.37,60.07,56.72,174.88,154.26
File7.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,97.5,126.73,153.66,146.8,71.19,71.9,173.63,175.58
257.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,128.4,122.07,115.09,104.64,29.74,22.06,161.37,168.79
File54.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,123.46,117.87,158.47,160.7,50.85,53.01,175.1,177.76
407.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,99.13,68.61,121.67,141.98,78.54,78.21,173.09,171.25
File4.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,81.4,117.33,143.26,140.74,80.63,91.27,159.77,171.21
319.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,73.12,110.67,136.6,130.14,51.34,58.34,157.12,176.9
138.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,101.52,122.79,161.69,131.44,51.23,49.44,165.06,171.1
File57.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,89.86,110.86,147.63,134.15,53.64,55.96,165.27,177.93
606.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,125.32,110.06,149.39,134.14,102.26,85.42,176.67,148.98
479.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,85.99,113.16,133.01,138.55,79.46,83.85,165.6,176.76
File17.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,120.5,91.14,140.73,147.24,51.41,52.52,174.88,168.43
261.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,155.2,121.27,153.5,144.35,61.01,63.4,175.08,160.88
423.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,79.3,100.67,147.46,130.43,59.58,66.62,156.44,175.65
149.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,88.09,118.76,143.97,133.51,63.82,62.52,144.6,145.18
131.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,174.82,140.36,136.71,140.81,26.42,23.78,173.84,173.27
591.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,100.89,163.33,119.57,163.67,81.07,82.24,164.88,176.6
124.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,116.32,82.12,134.3,146.73,54.85,55.51,150.26,148.1
88.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,91.15,119.7,151.03,139.91,78.99,81.46,161.67,175.36
94.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,73.83,108.76,140.77,132.08,48.89,55.48,160.64,177.66
400.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,79.53,121.98,136.93,134.67,65.13,70.68,159.27,173.87
File1.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,97.81,123.31,146.63,140.88,51.05,54.06,164.27,176.37
File30.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,111.77,134.11,172.8,112.16,58.36,63.22,164.19,164.33
518.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,104.49,65.57,128.82,132.26,59.43,57.79,172.26,166.04
161.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,137.73,84.59,90.32,29.86,116.96,103.34,113.26,98.44
File56.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,90.26,125.0,150.38,138.83,56.03,57.15,161.55,176.58
File15.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,117.36,124.19,168.42,145.35,55.0,55.81,167.76,174.62
File46.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,94.46,128.55,146.1,141.81,45.32,45.79,150.39,155.5
498.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,93.91,119.33,150.11,140.24,54.78,58.04,158.3,174.93
274.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,99.82,123.52,142.35,142.21,59.44,62.22,160.28,167.73
File35.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,112.35,128.73,157.25,140.78,47.3,48.45,166.34,175.96
630.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,98.4,139.7,130.29,129.79,41.85,44.51,162.48,171.89
165.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,119.02,101.36,149.27,158.66,23.19,47.26,114.96,157.95
File37.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,109.04,90.77,137.98,144.37,43.2,42.69,176.67,169.07
116.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,90.37,80.01,132.67,149.11,52.21,53.07,158.95,173.71
287.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,89.29,124.42,146.56,146.64,69.91,72.24,163.59,167.74
370.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,112.98,101.32,141.12,152.89,51.37,52.45,178.0,172.58
File48.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,105.02,77.8,125.71,146.56,57.99,56.97,174.28,169.28
File43.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,129.68,96.67,141.3,155.75,64.78,64.17,171.71,169.92
117.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,113.82,78.56,128.15,150.55,59.06,56.79,169.61,159.2
1.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,117.57,86.48,139.06,146.87,57.08,56.08,174.53,168.02
File34.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,117.36,124.19,168.42,145.35,55.0,55.81,167.76,174.62
File14.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,119.51,91.17,138.79,146.35,64.5,65.54,175.85,174.5
198.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,84.24,125.88,140.18,138.13,64.73,69.76,163.84,170.09
595.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,93.79,115.77,143.31,134.15,74.88,81.23,163.67,177.95
115.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,105.33,74.25,129.56,140.75,60.97,58.38,178.52,168.1
501.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,92.64,109.98,134.08,131.6,81.31,84.18,151.43,160.34
148.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,88.33,107.88,148.38,129.72,94.82,97.48,157.87,175.21
File40.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,90.89,123.57,144.84,144.14,59.3,67.47,171.98,178.99
File9.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,116.22,99.39,143.6,139.99,58.15,49.7,173.91,158.01
File24.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,172.45,123.78,175.77,110.62,109.87,106.06,165.82,165.09
File21.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,113.67,81.72,139.6,136.6,65.4,59.17,175.61,171.89
118.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,86.22,121.15,147.45,138.02,63.77,67.15,163.47,178.57
620.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,122.34,69.35,141.9,130.61,89.4,84.81,165.0,151.71
File39.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,83.9,115.01,143.18,138.54,72.59,81.43,173.29,165.47
File16.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,90.33,123.52,142.91,141.23,58.24,61.52,160.26,173.36
67.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,80.31,130.58,134.95,137.38,75.34,82.59,161.34,171.21
File50.png,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,147.29,118.32,146.11,144.71,40.17,34.73,156.05,152.9
254.jpg,Downward-Facing_Dog_pose_or_Adho_Mukha_Svanasana_,94.28,117.8,134.14,137.05,66.29,64.3,159.82,164.23
56.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,134.96,133.49,79.16,87.3,30.97,29.94,109.49,133.87
48.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,133.59,131.94,91.57,103.48,78.16,65.8,169.39,159.15
52.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,152.6,154.82,64.19,45.04,38.98,60.48,63.52,77.33
336.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,148.45,141.57,104.53,81.24,31.25,59.51,118.0,153.17
18.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,145.91,162.83,80.84,81.15,56.44,22.32,125.83,106.3
143.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,126.54,105.0,92.73,81.4,41.14,50.01,110.35,158.37
89.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,109.46,109.97,107.52,111.43,19.2,24.63,120.15,100.24
195.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,138.76,117.56,81.51,72.01,178.65,39.92,139.33,119.9
73.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,146.11,145.56,46.65,52.49,78.99,62.91,159.5,148.3
54.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,133.35,151.33,93.27,91.16,64.5,106.2,26.23,132.95
39.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,138.82,125.29,103.0,83.93,23.21,58.76,110.22,156.27
82.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,159.18,161.42,86.58,97.29,45.5,52.51,115.01,143.67
178.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,137.48,134.87,104.4,77.0,16.81,71.54,117.51,151.42
215.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,130.73,154.29,77.49,73.6,42.81,33.99,99.82,108.11
67.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,108.12,167.63,60.59,73.75,36.06,52.91,140.36,47.71
70.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,123.09,137.82,61.9,77.64,45.59,33.41,120.35,118.36
440.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,95.87,141.36,77.37,107.82,64.81,23.16,77.93,161.73
61.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,129.42,146.05,45.29,41.82,50.28,35.17,50.52,68.94
540.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,146.65,120.57,82.73,73.83,26.85,42.36,82.88,109.0
34.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,152.59,147.36,72.08,79.23,47.67,62.56,109.39,141.05
234.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,146.95,131.61,106.89,113.63,41.26,70.61,120.57,142.29
160.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,168.61,109.35,62.72,65.72,87.98,42.96,94.27,150.19
69.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,158.14,154.35,37.29,41.76,24.51,23.39,50.31,49.92
208.jpg,Happy_Baby_Pose_or_Ananda_Balasana_,147.68,157.54,91.96,80.76,33.71,61.32,125.69,151.12
5_422.jpg,Supta_Virasana_Vajrasana,147.38,154.32,34.96,5.05,123.36,165.77,35.5,57.68
5_190.jpg,Supta_Virasana_Vajrasana,141.6,164.94,40.23,40.63,156.25,157.6,64.73,43.99
4_65.jpg,Supta_Virasana_Vajrasana,131.83,118.55,37.31,49.7,82.46,100.23,41.38,52.1
2_372.jpg,Supta_Virasana_Vajrasana,134.16,142.44,139.71,172.61,143.76,89.51,63.03,26.22
4_120.jpg,Supta_Virasana_Vajrasana,175.73,162.34,94.05,145.67,140.81,140.57,99.98,38.92
1_89.jpg,Supta_Virasana_Vajrasana,149.74,106.29,129.42,109.17,127.82,162.93,24.06,48.36
3_122.jpg,Supta_Virasana_Vajrasana,123.87,126.35,161.56,146.08,118.21,149.94,31.65,58.95
5_256.jpg,Supta_Virasana_Vajrasana,114.7,157.72,163.48,150.19,112.13,134.68,46.79,46.67
5_297.jpg,Supta_Virasana_Vajrasana,115.13,107.92,172.21,148.54,152.14,125.01,28.33,22.65
5_532.jpg,Supta_Virasana_Vajrasana,66.08,38.84,164.49,88.79,121.96,130.21,37.67,111.1
5_310.jpg,Supta_Virasana_Vajrasana,109.28,115.05,27.9,11.45,144.71,150.21,33.27,45.79
5_394.jpg,Supta_Virasana_Vajrasana,147.84,158.57,40.14,37.94,170.02,150.72,36.26,35.23
5_551.jpg,Supta_Virasana_Vajrasana,135.01,146.94,45.77,37.29,159.66,173.07,37.51,39.91
5_304.jpg,Supta_Virasana_Vajrasana,49.78,88.92,169.56,119.4,115.63,131.41,27.89,30.88
5_37.jpg,Supta_Virasana_Vajrasana,106.28,104.36,158.06,137.87,123.93,171.48,28.74,58.56
4_42.jpg,Supta_Virasana_Vajrasana,110.24,130.74,131.74,177.86,152.27,118.48,44.65,23.01
5_41.jpg,Supta_Virasana_Vajrasana,67.61,95.36,165.04,130.76,127.81,151.3,33.97,37.04
4_154.jpg,Supta_Virasana_Vajrasana,162.39,154.81,42.99,29.63,130.21,176.02,33.91,54.9
4_20.jpg,Supta_Virasana_Vajrasana,128.86,118.14,175.48,133.08,104.0,158.01,19.36,37.01
5_204.jpg,Supta_Virasana_Vajrasana,152.18,140.76,37.51,56.02,167.27,144.24,47.5,41.7
1_349.jpg,Supta_Virasana_Vajrasana,66.47,134.22,163.09,139.5,118.84,157.26,32.92,43.57
5_552.jpg,Supta_Virasana_Vajrasana,118.56,96.04,164.58,121.92,112.02,159.07,30.87,56.08
4_57.jpg,Supta_Virasana_Vajrasana,113.51,120.2,167.78,141.57,114.5,145.79,23.06,42.73
5_458.jpg,Supta_Virasana_Vajrasana,124.08,114.07,175.42,153.89,168.4,143.37,40.13,31.15
4_190.jpg,Supta_Virasana_Vajrasana,145.28,164.94,32.72,38.18,161.45,128.19,43.95,42.68
1_79.jpg,Supta_Virasana_Vajrasana,131.76,140.21,62.22,44.59,162.32,144.44,76.63,52.89
5_372.jpg,Supta_Virasana_Vajrasana,125.03,114.58,158.1,133.02,89.73,118.22,33.48,55.05
3_233.jpg,Supta_Virasana_Vajrasana,113.44,128.13,147.12,168.92,143.82,133.53,133.13,87.65
1_156.jpg,Supta_Virasana_Vajrasana,138.82,127.33,54.35,54.62,134.92,146.68,43.99,54.55
4_48.jpg,Supta_Virasana_Vajrasana,105.5,105.67,150.04,148.29,148.9,103.33,67.72,38.83
4_152.jpg,Supta_Virasana_Vajrasana,141.98,170.69,125.68,140.27,38.91,34.37,142.7,153.47
3_96.jpg,Supta_Virasana_Vajrasana,126.94,73.45,140.12,169.11,136.54,118.66,39.59,28.29
3_193.jpg,Supta_Virasana_Vajrasana,138.25,90.88,132.37,122.78,116.45,160.62,28.91,53.71
5_525.jpg,Supta_Virasana_Vajrasana,119.29,143.14,47.95,39.5,160.55,141.33,43.92,34.58
5_587.jpg,Supta_Virasana_Vajrasana,160.82,158.24,40.09,60.39,140.62,130.46,79.21,60.62
3_178.jpg,Supta_Virasana_Vajrasana,161.92,129.47,42.95,86.29,140.21,131.83,40.04,38.38
3_1.jpg,Supta_Virasana_Vajrasana,83.38,101.93,161.16,125.16,132.43,97.2,39.7,101.87
4_54.jpg,Supta_Virasana_Vajrasana,113.89,97.91,122.81,150.18,165.75,141.12,58.74,38.89
4_75.jpg,Supta_Virasana_Vajrasana,127.94,148.78,21.93,30.62,167.1,123.3,62.55,43.68
4_67.jpg,Supta_Virasana_Vajrasana,113.44,128.13,147.12,168.92,143.82,133.53,133.13,87.65
3_222.jpg,Supta_Virasana_Vajrasana,144.36,156.44,42.08,15.46,119.65,167.34,37.47,55.69
4_167.jpg,Supta_Virasana_Vajrasana,129.59,119.94,141.82,179.8,114.39,84.78,26.72,9.06
3_22.jpg,Supta_Virasana_Vajrasana,54.84,76.48,113.74,92.55,110.58,115.96,49.35,86.9
1_434.jpg,Supta_Virasana_Vajrasana,169.45,145.63,48.88,70.99,142.79,171.79,41.61,47.15
4_144.jpg,Supta_Virasana_Vajrasana,118.91,126.07,120.32,168.48,125.95,79.97,61.66,21.17
4_202.jpg,Supta_Virasana_Vajrasana,146.47,98.13,126.6,146.13,130.81,169.63,155.48,102.58
4_94.jpg,Supta_Virasana_Vajrasana,112.12,125.74,166.0,156.26,141.0,132.26,51.24,32.82
5_111.jpg,Supta_Virasana_Vajrasana,70.21,141.88,178.88,132.42,137.47,155.85,38.82,34.58
5_585.jpg,Supta_Virasana_Vajrasana,169.25,121.15,61.93,65.14,140.11,161.24,55.04,56.11
5_114.jpg,Supta_Virasana_Vajrasana,130.79,95.05,153.72,135.68,125.4,86.17,164.97,157.39
206.jpg,Locust_Pose_or_Salabhasana_,146.67,154.7,43.94,54.57,113.35,115.59,147.68,135.37
60.jpg,Locust_Pose_or_Salabhasana_,151.1,174.53,25.69,47.04,129.68,115.44,141.52,157.32
323.jpg,Locust_Pose_or_Salabhasana_,159.19,149.86,38.15,20.15,154.43,154.86,160.21,155.69
123.jpg,Locust_Pose_or_Salabhasana_,121.56,119.23,44.69,39.0,155.5,149.6,138.67,148.17
372.jpg,Locust_Pose_or_Salabhasana_,125.22,146.59,55.18,53.92,166.35,137.65,134.48,157.51
18.jpg,Locust_Pose_or_Salabhasana_,144.07,144.14,35.05,36.09,142.39,172.7,161.06,168.39
185.jpg,Locust_Pose_or_Salabhasana_,129.21,125.72,39.08,37.61,159.06,163.67,138.72,144.31
177.jpg,Locust_Pose_or_Salabhasana_,170.83,135.21,47.37,25.92,129.82,133.82,151.31,144.68
515.jpg,Locust_Pose_or_Salabhasana_,158.89,161.83,106.05,81.77,83.65,86.73,143.61,166.0
135.jpg,Locust_Pose_or_Salabhasana_,169.96,164.91,28.53,11.14,145.77,147.18,169.51,144.49
534.jpg,Locust_Pose_or_Salabhasana_,175.77,173.02,29.04,105.19,137.47,112.17,138.29,129.71
338.jpg,Locust_Pose_or_Salabhasana_,175.0,145.96,60.02,25.47,107.3,122.19,150.72,144.76
172.jpg,Locust_Pose_or_Salabhasana_,150.33,179.16,164.96,43.25,164.86,157.39,144.63,155.49
491.jpg,Locust_Pose_or_Salabhasana_,161.36,170.23,26.59,24.25,148.42,145.04,164.79,154.57
83.jpg,Locust_Pose_or_Salabhasana_,141.89,148.88,61.02,49.95,148.69,148.47,161.03,160.51
619.jpg,Locust_Pose_or_Salabhasana_,143.03,157.37,33.1,36.33,153.28,159.31,154.88,157.35
267.jpg,Locust_Pose_or_Salabhasana_,147.36,178.23,35.18,61.15,121.24,118.15,143.17,149.64
511.jpg,Locust_Pose_or_Salabhasana_,142.24,162.71,35.34,56.52,133.85,126.52,140.08,145.1
242.jpg,Locust_Pose_or_Salabhasana_,151.89,174.22,55.05,62.3,148.1,147.79,141.94,147.03
252.jpg,Locust_Pose_or_Salabhasana_,154.86,144.39,60.94,60.65,128.86,128.87,145.7,138.59
231.jpg,Locust_Pose_or_Salabhasana_,149.58,158.21,45.69,22.6,169.78,155.22,172.35,175.92
326.jpg,Locust_Pose_or_Salabhasana_,101.31,141.82,73.5,81.44,169.97,171.24,174.37,174.81
49.jpg,Locust_Pose_or_Salabhasana_,168.8,171.12,87.33,25.16,140.72,170.0,135.24,166.86
68.jpg,Locust_Pose_or_Salabhasana_,159.8,117.13,82.73,32.84,131.51,146.67,158.38,158.82
576.jpg,Locust_Pose_or_Salabhasana_,140.07,151.19,30.36,30.83,152.35,148.34,161.78,153.4
417.jpg,Locust_Pose_or_Salabhasana_,174.74,140.34,51.63,40.72,105.46,113.33,156.73,156.18
611.jpg,Locust_Pose_or_Salabhasana_,148.12,137.87,47.36,36.18,146.04,144.69,161.86,149.57
330.jpg,Locust_Pose_or_Salabhasana_,127.02,156.68,158.45,160.31,139.33,137.3,152.88,158.35
409.jpg,Locust_Pose_or_Salabhasana_,150.55,161.3,23.05,28.9,150.38,160.89,148.28,158.07
349.jpg,Locust_Pose_or_Salabhasana_,136.6,122.65,50.65,59.83,142.11,130.2,150.83,149.99
